source,identifier,title,description
ACERT,CWE-427,CWE-427 (Uncontrolled Search Path Element) is present in a module,"The product uses a fixed or controlled search path to find resources, but one or more locations in that path can be under the control of unintended actors."
ACERT,CWE-428,CWE-428 (Unquoted Search Path or Element) is present in a module,"The product uses a search path that contains an unquoted element, in which the element contains whitespace or other separators. This can cause the product to access resources in a parent path."
ACERT,CWE-430,CWE-430 (Deployment of Wrong Handler) is present in a module,The wrong handler is assigned to process an object.
ACERT,CWE-431,CWE-431 (Missing Handler) is present in a module,A handler is not available or implemented.
ACERT,CWE-432,CWE-432 (Dangerous Signal Handler not Disabled During Sensitive Operations) is present in a module,"The application uses a signal handler that shares state with other signal handlers, but it does not properly mask or prevent those signal handlers from being invoked while the original signal handler is still running."
ACERT,CWE-433,CWE-433 (Unparsed Raw Web Content Delivery) is present in a module,The software stores raw content or supporting code under the web document root with an extension that is not specifically handled by the server.
ACERT,CWE-434,CWE-434 (Unrestricted Upload of File with Dangerous Type) is present in a module,The software allows the attacker to upload or transfer files of dangerous types that can be automatically processed within the product's environment.
ACERT,CWE-435,CWE-435 (Improper Interaction Between Multiple Correctly-Behaving Entities) is present in a module,"An interaction error occurs when two entities have correct behavior when running independently of each other, but when they are integrated as components in a larger system or process, they introduce incorrect behaviors that may cause resultant weaknesses."
ACERT,CWE-436,CWE-436 (Interpretation Conflict) is present in a module,"Product A handles inputs or steps differently than Product B, which causes A to perform incorrect actions based on its perception of B's state."
ACERT,CWE-437,CWE-437 (Incomplete Model of Endpoint Features) is present in a module,"A product acts as an intermediary or monitor between two or more endpoints, but it does not have a complete model of an endpoint's features, behaviors, or state, potentially causing the product to perform incorrect actions based on this incomplete model."
ACERT,CWE-439,CWE-439 (Behavioral Change in New Version or Environment) is present in a module,"A's behavior or functionality changes with a new version of A, or a new environment, which is not known (or manageable) by B."
ACERT,CWE-440,CWE-440 (Expected Behavior Violation) is present in a module,"A feature, API, or function does not perform according to its specification."
ACERT,CWE-441,CWE-441 (Unintended Proxy or Intermediary ('Confused Deputy')) is present in a module,"The product receives a request, message, or directive from an upstream component, but the product does not sufficiently preserve the original source of the request before forwarding the request to an external actor that is outside of the product's control sphere. This causes the product to appear to be the source of the request, leading it to act as a proxy or other intermediary between the upstream component and the external actor."
ACERT,CWE-444,CWE-444 (Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling')) is present in a module,"When malformed or abnormal HTTP requests are interpreted by one or more entities in the data flow between the user and the web server, such as a proxy or firewall, they can be interpreted inconsistently, allowing the attacker to smuggle a request to one device without the other device being aware of it."
ACERT,CWE-446,CWE-446 (UI Discrepancy for Security Feature) is present in a module,"The user interface does not correctly enable or configure a security feature, but the interface provides feedback that causes the user to believe that the feature is in a secure state."
ACERT,CWE-447,CWE-447 (Unimplemented or Unsupported Feature in UI) is present in a module,"A UI function for a security feature appears to be supported and gives feedback to the user that suggests that it is supported, but the underlying functionality is not implemented."
ACERT,CWE-448,CWE-448 (Obsolete Feature in UI) is present in a module,A UI function is obsolete and the product does not warn the user.
ACERT,CWE-449,CWE-449 (The UI Performs the Wrong Action) is present in a module,The UI performs the wrong action with respect to the user's request.
ACERT,CWE-450,CWE-450 (Multiple Interpretations of UI Input) is present in a module,The UI has multiple interpretations of user input but does not prompt the user when it selects the less secure interpretation.
